Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Index
ABDP.l,AB DYNAMICS PLC ORD GBP0.01,1924.8,GBX,-0.7835051546391780,1093,0.015251985688530200,445316555,GBP,32.77669465561590,0.5872,GBP,267,0.347938,Electronic technology,Buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
SPI.l,SPIRE HEALTHCARE GROUP PLC ORD GBP0.01,234.11,GBX,-0.8008474576271130,38906,0.0660718737539136,953020457,GBP,34.32697947214080,0.0682,GBP,308.3832335329340,0.88983,Health services,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
CCJI.l,CC JAPAN INCOME & GROWTH TRUST PLC ORD GBP0.01,184.6476,GBX,1.454725274725280,15832,0.07064233569477090,245210000,GBP,4.093274218576810,0.4511,GBP,308.6050724637680,2.93956,Miscellaneous,,FTSE All-Share
VNET.l,VIANET GROUP PLC ORD GBP0.10,127.85,GBX,0.6692913385826730,2341,0.02805447433512930,37386467,GBP,47.52788104089220,0.0269,GBP,320.3125,0.984252,Producer manufacturing,,FTSE AIM All-Share
NET.l,NETCALL PLC ORD GBP0.05,89.35,GBX,0.39325842696628600,266,0.0020184023662353200,146767945,GBP,28.365079365079400,0.0315,GBP,331.5068493150690,0.932584,Technology services,Strong buy,FTSE AIM All-Share
YU.l,YU GROUP PLC ORD GBP0.005,1460,GBX,-1.6835016835016800,23405,0.46748385627742600,249247426,GBP,6.906665405175270,2.1139,GBP,358.7456597222220,2.6936,Utilities,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
BRGE.l,BLACKROCK GREATER EURO INV TST ORD GBP0.001,597.2,GBX,-1.1258278145695300,17972,0.13076232426902800,597607000,GBP,5.175530313681420,1.1538,GBP,376.1865456046220,1.11755,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
CHI.l,CT UK HIGH INCOME TRUST PLC ORD GBP0.001,88.9,GBX,1.0227272727272800,7,0.00012884226026136600,100128000,GBP,9.016227180527380,0.0986,GBP,378.64077669902900,6.38636,Miscellaneous,,FTSE All-Share
TIME.l,TIME FINANCE PLC ORD GBP0.1,56.44,GBX,-1.8434782608695700,44729,0.15078378645329300,53194803,GBP,11.637113402061900,0.0485,GBP,380.19801980198000,0,Commercial services,,FTSE AIM All-Share
HET.l,HENDERSON EUROPEAN TRUST PLC ORD GBP0.05,180,GBX,-0.2770083102493080,74775,0.08864381191507980,598455000,GBP,5.339661821417980,0.3371,GBP,410.75757575757600,3.3795,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
JNEO.l,JOURNEO PLC ORD GBP0.065,283.79,GBX,0.45663716814160000,6864,0.1082429600286380,46540438,GBP,11.819658475635200,0.2401,GBP,426.5350877192980,0,Electronic technology,,FTSE AIM All-Share
XPS.l,XPS PENSIONS GROUP PLC ORD GBP0.0005,292,GBX,-1.6835016835016800,18563,0.008734496891473350,612950433,GBP,11.841038118410400,0.2466,GBP,456.65914221219000,3.367,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
EOT.l,EUROPEAN OPPORTUNITIES TRUST PLC ORD GBP0.01,863,GBX,-1.3714285714285700,6997,0.049486288896102800,562424000,GBP,6.477033923746620,1.3324,GBP,462.90663286861000,0.4,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
SRB.l,SERABI GOLD PLC ORD GBP0.10,75.066,GBX,-4.979746835443040,119455,0.28259848186264500,59830303,GBP,6.6195767195767200,0.1134,GBP,548,0,Non-energy minerals,Strong buy,FTSE AIM All-Share
ALT.l,ALTITUDE GROUP ORD GBP0.004,30.5,GBX,0,2276,0.0796453054411461,22103267,GBP,31.122448979591800,0.0098,GBP,600,0,Technology services,,FTSE AIM All-Share
SPA.l,1SPATIAL PLC ORD GBP0.10,54,GBX,0,1820,0.012041257848319800,60055796,GBP,51.42857142857140,0.0105,GBP,600.0000000000000,0,Technology services,Strong buy,FTSE AIM All-Share
SNX.l,SYNECTICS PLC ORD GBP0.20,255,GBX,2,7657,0.09630198854739570,42222028,GBP,14.29372197309420,0.1784,GBP,610.7569721115540,2,Technology services,,FTSE AIM All-Share
BEZ.l,BEAZLEY PLC (UK) ORD GBP0.05,763,GBX,-0.715679895901106,93889,0.03440610379357260,4838723437,GBP,4.945553539019960,1.5428,GBP,635.7176919408680,1.84776,Finance,Strong buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
WTB.l,WHITBREAD ORD GBP0.76797385,3180,GBX,-0.8109794135995010,32982,0.050808417972950200,5723921007,GBP,20.28935725217280,1.5672,GBP,648.0668257756560,3.02558,Consumer services,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
IGP.l,INTERCEDE GROUP ORD GBP0.01,205.45,GBX,3.2412060301507500,22931,0.44590024948324100,116811431,GBP,21.290155440414500,0.0965,GBP,690.983606557377,0,Technology services,,FTSE AIM All-Share
EYE.l,EAGLE EYE SOLUTIONS GROUP PLC ORD GBP0.01,462.5,GBX,-0.5376344086021510,539,0.01426427817194940,137702018,GBP,23.901808785529700,0.1935,GBP,951.6304347826090,0,Commercial services,Strong buy,FTSE AIM All-Share
SKL.l,SKILLCAST GROUP PLC ORD GBP0.001,47.5,GBX,2.1505376344086000,10,0.0026266712195634500,41598648,GBP,395.83333333333300,0.0012,GBP,1100.0000000000000,0.96129,Commercial services,,FTSE AIM All-Share
BCG.l,BALTIC CLASSIFIEDS GROUP PLC ORD GBP0.01,301,GBX,0.8375209380234510,16156,0.007858617268606140,1435775135,GBP,53.55871886121000,0.0562,GBP,1378.9473684210500,0.777286,Technology services,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
BNKR.l,BANKERS INVESTMENT TRUST ORD GBP0.025,111.1861,GBX,-1.4307624113475200,283826,0.15621822292015600,1306200000,GBP,9.091259198691740,0.1223,GBP,1391.4634146341500,2.3617,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
ANCR.l,ANIMALCARE GROUP PLC ORD GBP0.20,234,GBX,-1.680672268907560,218034,3.0887465327851900,141275790,GBP,4.415927533496890,0.5299,GBP,1505.7575757575800,2.13675,Health technology,Strong buy,FTSE AIM All-Share
BILN.l,BILLINGTON HOLDINGS PLC ORD GBP0.10,502,GBX,0,16793,0.39705207806271300,60744989,GBP,6.4169755848140100,0.7823,GBP,1665.9142212189600,3.98406,Industrial services,,FTSE AIM All-Share
SJG.l,SCHRODER JAPAN TRUST PLC ORD GBP0.10,250.555,GBX,-0.9664031620553330,113607,0.4110558527526560,295309000,GBP,4.8765083690151800,0.5138,GBP,1907.03125,2.13439,Miscellaneous,,FTSE All-Share
TIFS.l,TI FLUID SYSTEMS PLC ORD GBP0.01,162.8021,GBX,-2.162199519230780,50845,0.030439709977124600,822323294,GBP,10.817415282392000,0.1505,GBP,1933.7837837837800,3.54567,Producer manufacturing,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
JEDT.l,JPMORGAN EURO DISCOVERY TRUST PLC ORD GBP0.05,465.5,GBX,-0.1072961373390560,1891,0.007479656402542370,558604000,GBP,15.25229357798170,0.3052,GBP,2144.117647058820,2.25322,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
BHMG.l,BH MACRO LTD ORD NPV (GBP),380.5,GBX,0,196814,0.230665743287993,1441810000,GBP,2.0804855377549300,1.8289,GBP,2303.285151116950,0,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
MTL.l,METALS EXPLORATION(UK) ORD GBP0.0001,5.01,GBX,-3.653846153846160,204328,0.11517101736070900,89867256,GBP,0.9399624765478420,0.0533,GBP,2565,0,Non-energy minerals,,FTSE AIM All-Share
FOXT.l,FOXTONS GROUP PLC ORD GBP0.01,62.5,GBX,0.4823151125401880,123007,0.25065528362476600,188746509,GBP,26.939655172413800,0.0232,GBP,5700.000000000000,1.4791,Finance,Buy,FTSE All-Share
NBPE.l,NB PRIVATE EQUITY PARTNERS LIMITED CLASS'A'ORD SHS USD0.01,1622.1732,GBX,-0.23535055350553800,5324,0.11163016950005500,751988000,GBP,,,,,4.54558,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
ATR.l,SCHRODER ASIAN TOTAL RTN INV CO PLC ORD GBP0.05,474,GBX,-0.21052631578947400,30902,0.2416816828090200,450845000,GBP,6.760804450149770,0.7011,GBP,,2.42105,Miscellaneous,,FTSE All-Share
FDBK.l,FEEDBACK ORD GBP0.5,41,GBX,0,16573,0.7713179376913980,5467210,GBP,,,,,0,Technology services,Strong buy,FTSE AIM All-Share
MNKS.l,MONKS INVESTMENT TRUST ORD GBP0.05,1173.2895,GBX,-0.7369289340101450,42501,0.0783348720397718,2481210000,GBP,6.219068695006890,1.8866,GBP,,0.177665,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
SRT.l,SRT MARINE SYSTEMS PLC ORD GBP0.001,30.8,GBX,19.37984496124030,283839,1.9508036165321300,57439593,GBP,,,,,0,Electronic technology,,FTSE AIM All-Share
BIPS.l,INVESCO BOND INCOME PLUS LTD ORD NPV,173.3999,GBX,0.23115606936416300,60623,0.19909175041658800,345055000,GBP,8.567188735177870,0.2024,GBP,,6.6474,Miscellaneous,,FTSE All-Share
BUR.l,BURFORD CAPITAL LTD ORD NPV (DI),1005,GBX,-1.663405088062620,10323,0.04916999729929400,2242398366,GBP,7.118067851830870,1.4119,GBP,,0.970841,Finance,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
CASP.l,CASPIAN SUNRISE PLC ORD GBP0.01,3.55,GBX,-1.3888888888889000,17000,0.012714642803426200,81179223,GBP,,,,,2.46667,Energy minerals,,FTSE AIM All-Share
TBLS.l,TINYBUILD INC COM SHS USD0.001 DI RG S C3,3.5,GBX,0,0,0,8409978,GBP,,,,,0,Technology services,,FTSE AIM All-Share
ADVT.l,ADVANCEDADVT LIMITED ORD NPV (DI),130.8,GBX,-0.9090909090909010,16416,0.12398295234405300,175823987,GBP,37.58620689655170,0.0348,GBP,,0,Finance,,FTSE AIM All-Share
LABS.l,LIFE SCIENCE REIT PLC ORD GBP0.01,38.0437,GBX,2.820810810810810,659352,0.6888190594250500,129500002,GBP,,-0.1144,GBP,,2.7027,Finance,Buy,FTSE All-Share
HERC.l,HERCULES SITE SERVICES PLC ORD GBP0.001,45.5,GBX,-1.0869565217391300,40438,1.2940946809566000,34194300,GBP,45.95959595959600,0.0099,GBP,,3.78022,Industrial services,Strong buy,FTSE AIM All-Share
GCP.l,GCP INFRASTRUCTURE INVESTMENTS LTD ORD GBP0.01,78.3413,GBX,-0.582106598984763,110230,0.08329179951694840,707722000,GBP,,,,,8.88325,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
JEGI.l,JPMORGAN EUROPEAN GTH & INCOME PLC ORD GBP0.005,102.3765,GBX,0.3691176470588170,111151,0.30503666856300900,435916000,GBP,,,,,4.11765,Miscellaneous,,FTSE All-Share
VEIL.l,VIETNAM ENTERPRISE INVESTMENTS LTD ORD USD0.01(DI),591,GBX,-0.6722689075630250,16625,0.06605492193599530,1133280000,GBP,,,,,0,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
AUSC.l,ABRDN UK SMLR COS GROWTH TRUST PLC ORD GBP0.25,497,GBX,-0.6,26163,0.16004477803674,365344000,GBP,6.8788927335640100,0.7225,GBP,,2.34,Miscellaneous,,FTSE All-Share
BARC.l,BARCLAYS PLC ORD GBP0.25,227.75,GBX,-0.6543075245365320,3074948,0.07648739448637370,33359596113,GBP,8.60083081570997,0.2648,GBP,,3.57688,Finance,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
JDW.l,WETHERSPOON(J.D.) ORD GBP0.02,742,GBX,0.2702702702702700,65515,0.1937452073826340,901175955,GBP,23.36272040302270,0.3176,GBP,,0,Consumer services,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
VMUK.l,VIRGIN MONEY UK PLC ORD GBP0.10,217.6,GBX,0,0,0,2821124653,GBP,11.549893842887500,0.1884,GBP,,1.83824,Finance,,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
ADF.l,FACILITIES BY ADF PLC ORD GBP0.01,52.64,GBX,0.2666666666666680,13024,0.08238954998883470,56607000,GBP,,-0.0292,GBP,,2.66667,Finance,,FTSE AIM All-Share
GFIN.l,GFINITY PLC ORD GBP0.0001,0.0165,GBX,-17.5,5592266,0.2744443977461850,679806,GBP,,,,,0,Technology services,,FTSE AIM All-Share
STAN.l,STANDARD CHARTERED PLC ORD USD0.50,807.6,GBX,0.024770869457523600,781361,0.12864980965990600,20107814951,GBP,8.965364120781530,0.9008,GBP,,2.95417,Finance,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
DEMG.l,DELTEX MEDICAL GROUP ORD GBP0.0001,0.1064,GBX,1.333333333333330,939,0.0003555976331360950,1990827,GBP,,,,,0,Health technology,,FTSE AIM All-Share
OTB.l,ON THE BEACH GROUP PLC ORD GBP0.01,141.798,GBX,-0.14225352112675900,38092,0.06293867015540190,237127837,GBP,15.412826086956500,0.092,GBP,,0.633803,Consumer services,Strong buy,FTSE All-Share
PXS.l,PROVEXIS ORD GBP0.001,0.55,GBX,-15.38461538461540,11371,0.1081289255098110,14709145,GBP,,,,,0,Health technology,,FTSE AIM All-Share
BANK.l,FIINU PLC ORD GBP0.10,0.85,GBX,-2.85714285714286,77757,0.8836866246323510,2401076,GBP,,-0.016,GBP,,0,Finance,Strong buy,FTSE AIM All-Share
NBB.l,NORMAN BROADBENT PLC ORD GBP0.01,5.625,GBX,0,0,0,3763254,GBP,20.833333333333300,0.0027,GBP,,0,Commercial services,,FTSE AIM All-Share
IGR.l,IG DESIGN GROUP PLC ORD GBP0.05,126,GBX,-3.4482758620689700,62953,0.12436671319083700,128214783.00000000,GBP,4.331385355792370,0.2909,GBP,,0,Consumer non-durables,Strong buy,"FTSE AIM All-Share, FTSE AIM 100"
IMM.l,IMMUPHARMA ORD GBP0.01,1.8358,GBX,2.272980501392770,78062,0.05032815618632980,7475049,GBP,,,,,0,Health technology,,FTSE AIM All-Share
BIOG.l,BIOTECH GROWTH TRUST PLC (THE) ORD GBP0.25,1008.27,GBX,-1.5361328125000000,5817,0.09014146491890060,327897000,GBP,4.871340226108800,2.0698,GBP,,0,Miscellaneous,,FTSE All-Share
BGFD.l,BAILLIE GIFFORD JAPAN TST PLC (THE) ORD GBP0.05,737.17,GBX,0.2952380952380900,58402,0.28037015273889200,674345000,GBP,35.3022796287375,0.2088,GBP,,1.36054,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
SAL.l,SPACEANDPEOPLE ORD GBP0.1,86,GBX,-3.3707865168539300,6000,0.4445070046895490,1737242,GBP,5.432722678458620,0.1583,GBP,,0,Commercial services,,FTSE AIM All-Share
EPP.l,ENERGYPATHWAYS PLC ORD GBP0.01,1.749,GBX,2.8823529411764800,45000,0.01571174190845290,,,,,,,,Utilities,,FTSE AIM All-Share
FMET.l,FULCRUM METALS PLC ORD GBP0.01,9.5,GBX,0,643,0.028087188223474400,,,,,,,,Non-energy minerals,,FTSE AIM All-Share
RPI.l,RASPBERRY PI HOLDINGS PLC ORD GBP0.0025,386.33,GBX,-0.7374100719424470,189660,0.14850022291476000,752773997,GBP,,,,,0,Electronic technology,Strong buy,"FTSE 250, FTSE 350"
TRP.l,TOWER RESOURCES ORD GBP0.00001,0.0226,GBX,73.84615384615380,1939197621,39.34016076520860,2318399,GBP,,-0.0001,GBP,,0,Energy minerals,,FTSE AIM All-Share
NTQ.l,ENTEQ TECHNOLOGIES PLC ORD GBP0.01,5,GBX,0,319579,1.4712315284089300,3583391,GBP,,,,,0,Commercial services,,FTSE AIM All-Share
TMPL.l,TEMPLE BAR INVESTMENT TRUST ORD GBP0.05,265,GBX,-1.1194029850746300,198507,0.4445277982430010,767863000,GBP,4.977460555972950,0.5324,GBP,,3.82463,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
BASC.l,BROWN ADVISORY US SMALLER COS PLC ORD GBP0.25,1294.94,GBX,-0.38923076923076500,1043,0.03137464880246910,154209000,GBP,33.59989621172810,0.3854,GBP,,0,Miscellaneous,,FTSE All-Share
RR.l,ROLLS ROYCE HOLDINGS ORD GBP0.20,522.2,GBX,-0.5333333333333250,1166648,0.03433693884416040,44650711670,GBP,18.88607594936710,0.2765,GBP,,0,Electronic technology,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
EQLS.l,EQUALS GROUP PLC ORD GBP0.01,114.0001,GBX,-2.145836909871240,214581,0.3839049777884330,218586478,GBP,27.941200980392200,0.0408,GBP,,1.28755,Finance,Neutral,"FTSE AIM All-Share, FTSE AIM 100"
DARK.l,DARKTRACE PLC ORD GBP0.01,576.2,GBX,-0.0346981263011679,636339,0.05410465673528280,3685938997,GBP,42.96793437733040,0.1341,GBP,,0,Technology services,Neutral,"FTSE 100, FTSE All-Share, FTSE 350"
TBCG.l,TBC BANK GROUP PLC ORD GBP0.01,2680,GBX,-0.9242144177449170,4855,0.041196401191004500,1515575412,GBP,4.155296452493180,6.4496,GBP,,7.6593,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
TRIG.l,THE RENEWABLES INFRASTRUCTURE GRP ORD NPV,103.38,GBX,-0.2123552123552110,222783,0.05357978644998000,2567730000,GBP,,,,,6.9305,Finance,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
YCA.l,YELLOW CAKE PLC ORD GBP0.01,573.3,GBX,-0.2956521739130510,106375,0.07934380972463090,1246924648,GBP,,,,,0,Distribution services,Buy,"FTSE AIM All-Share, FTSE AIM 100"
QQ.l,QINETIQ GROUP ORD GBP0.01,445.32,GBX,-0.8195991091314050,66873,0.07770831302204840,2532914719,GBP,18.67953020134230,0.2384,GBP,,1.83742,Electronic technology,Buy,"STOXX Europe 600, FTSE 250, FTSE All-Share, FTSE 350"
COST.l,COSTAIN GROUP ORD GBP0.01,100,GBX,-0.9900990099009900,113804,0.09195461738567990,275623012,GBP,9.066183136899370,0.1103,GBP,,1.18812,Industrial services,Buy,FTSE All-Share
MTC.l,MOTHERCARE PLC ORD GBP0.01,3.4,GBX,-9.57446808510638,32767,0.6035683234847700,21165465,GBP,,,,,0,Consumer non-durables,,FTSE AIM All-Share
POLB.l,POOLBEG PHARMA PLC ORD GBP0.0002,9.53,GBX,-0.7291666666666700,321210,0.2535955444365780,48000000,GBP,,-0.0088,GBP,,0,Health technology,,FTSE AIM All-Share
YNGA.l,YOUNG & CO'S BREWERY 'A'ORD GBP0.125,904,GBX,-2.375809935205180,14403,0.3212094585402730,501360231,GBP,47.88135593220340,0.1888,GBP,,2.34989,Consumer services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
MUT.l,MURRAY INCOME TRUST PLC ORD GBP0.25,860.5,GBX,-0.7497116493656290,42513,0.19858612545684200,896565000,GBP,,,,,4.4406,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
ONC.l,ONCIMMUNE HLDGS PLC ORD GBP0.01,17.5,GBX,0,3218,0.05055392523423210,12974876,GBP,1.8380896622737000,0.0952,GBP,,0,Health technology,,FTSE AIM All-Share
MWY.l,MID WYND INTERN INVEST TR ORD GBP0.05,785.7455,GBX,-0.9148171500630530,24604,0.28202756313925900,378395000,GBP,8.300713078385800,0.9466,GBP,,0.983607,Miscellaneous,,FTSE All-Share
OHT.l,OCEAN HARVEST TECHNOLOGY GROUP PLC ORD GBP0.01,10.06,GBX,-4.190476190476190,2000,0.510920934985311,13214800,GBP,,-0.0236,GBP,,0,Process industries,,FTSE AIM All-Share
NFG.l,NEXT 15 GROUP PLC ORD GBP0.025,456.375,GBX,-1.3243243243243200,46311,0.1287782073381690,466750334,GBP,7.90533518101507,0.5773,GBP,,3.31892,Commercial services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
DWL.l,DOWLAIS GROUP PLC ORD GBP0.01,58.5905,GBX,-2.2677231025854900,520099,0.1206045879501900,816835290,GBP,,-0.3742,GBP,,7.00584,Producer manufacturing,Buy,"FTSE 250, FTSE All-Share, FTSE 350"
GABI.l,GCP ASSET BACKED INCOME FUND LTD ORD NPV (POST PART REDN),78.2001,GBX,0.25653846153846900,77138,0.0812769558261884,207492000,GBP,,,,,12.9746,Miscellaneous,,FTSE All-Share
RKH.l,ROCKHOPPER EXPLORATION ORD GBP0.01,14.206,GBX,4.648250460405160,605402,1.3356059591567100,86958561,GBP,8.164367816091960,0.0174,GBP,,0,Energy minerals,Strong buy,FTSE AIM All-Share
GYM.l,GYM GROUP PLC ORD GBP0.0001,155.8,GBX,-0.7643312101910760,5613,0.025768403887709800,280567895,GBP,,-0.0119,GBP,,0,Consumer services,Strong buy,FTSE All-Share
SALT.l,MICROSALT PLC ORD GBP0.001625,49.08,GBX,-0.8484848484848520,54382,1.039532514303080,,,,,,,,Process industries,,FTSE AIM All-Share
RTC.l,RTC GROUP PLC ORD GBP0.01,97.5,GBX,0,6545,1.1364622944557300,14254771,GBP,7.281553398058250,0.1339,GBP,,5.64103,Commercial services,,FTSE AIM All-Share
OIG.l,ORYX INTERNATIONAL GROWTH FUND ORD GBP0.50,1411.5,GBX,0.8214285714285710,990,0.19230769230769200,196000000,GBP,7.8312250332889500,1.8024,GBP,,0,Miscellaneous,,FTSE All-Share
AAIF.l,ABRDN ASIAN INCOME FUND LIMITED ORD NPV,220.88,GBX,-0.05429864253393870,55570,0.18775462764307600,342932000,GBP,7.860498220640570,0.281,GBP,,5.36199,Miscellaneous,,FTSE All-Share
LTI.l,LINDSELL TRAIN INVESTMENT TST(THE) ORD GBP0.75,760,GBP,-1.0416666666666700,194,0.38415841584158400,153600000,GBP,36.23361144219310,20.975,GBP,,6.70573,Miscellaneous,,FTSE All-Share
PHI.l,PACIFIC HORIZON INVESTMENT TRUST ORD GBP0.10,592,GBX,-0.33670033670033700,26050,0.14312927293076600,538264000,GBP,19.879113498992600,0.2978,GBP,,0.547138,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
DEVO.l,DEVOLVER DIGITAL INC COM SHS USD0.0001 (DI) REG S CAT 3/144A,29.18,GBX,-4.327868852459020,10000,0.20396674526185300,142968632,GBP,,-0.0127,GBP,,0,Technology services,Strong buy,FTSE AIM All-Share
YNGN.l,YOUNG & CO'S BREWERY NON VTG ORD GBP0.125,616,GBX,-0.6451612903225810,39559,0.7305731154855500,501360231,GBP,32.6271186440678,0.1888,GBP,,3.50968,Consumer services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
KDR.l,KARELIAN DIAMOND RESOURCES PLC ORD EUR0.00025 (CDI),1.4,GBX,-6.666666666666670,18424,0.14675321261612500,1930391,GBP,,,,,0,Non-energy minerals,,FTSE AIM All-Share
BGEO.l,BANK OF GEORGIA GROUP PLC ORD GBP0.01,3710,GBX,-1.7218543046357600,8051,0.08839025654143890,1687688702,GBP,2.6081026931648000,14.2249,GBP,,6.17636,Finance,Strong buy,"FTSE 250, FTSE All-Share, FTSE 350"
LST.l,LIGHT SCIENCE TECHNOLOGIES HOLDINGS ORD GBP0.01,2.725,GBX,0.9259259259259230,78800,0.39963931030775300,,,,,,,,Technology services,,FTSE AIM All-Share
STB.l,SECURE TRUST BANK PLC ORD GBP0.40,826,GBX,0.7317073170731710,2179,0.01884325421876160,154610461,GBP,6.195619561956200,1.3332,GBP,,3.35366,Finance,Strong buy,FTSE All-Share
WHI.l,W.H.IRELAND GROUP PLC ORD GBP0.01,3.35,GBX,0,0,0,7830515,GBP,,,,,0,Finance,,FTSE AIM All-Share
ASL.l,ABERFORTH SMALLER COMPANIES TRUST ORD GBP0.01,1576,GBX,-0.12674271229404300,20681,0.12142081315132800,1327720000,GBP,5.163319464010750,3.0523,GBP,,3.24144,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
EZJ.l,EASYJET ORD GBP0.27285714,526.224,GBX,-2.5871899296556800,566884,0.12902000904417300,4083659733,GBP,10.660940032414900,0.4936,GBP,,0.833025,Transportation,Buy,"FTSE 100, STOXX Europe 600, FTSE All-Share, FTSE 350"
SMIF.l,TWENTYFOUR SELECT MONTHLY INC FD ORD GBP0.01,85.4132,GBX,0.25023474178403800,57552,0.08714402976633640,222861000,GBP,,,,,8.65024,Miscellaneous,,FTSE All-Share
SDX.l,SDX ENERGY PLC ORD GBP0.01,2.05,GBX,0,130000,0.8233653347993460,4193543,GBP,,,,,0,Energy minerals,,FTSE AIM All-Share
APTA.l,APTAMER GROUP PLC ORD GBP0.001,0.25,GBX,6.382978723404260,677551,0.08182704603121120,4512807,GBP,,-0.0804,GBP,,0,Health technology,,FTSE AIM All-Share
PHSC.l,PHSC ORD GBP0.10,29.5,GBX,0,500,0.037803181515756400,3032851,GBP,13.470319634703200,0.0219,GBP,,5.9322,Commercial services,,FTSE AIM All-Share
CTA.l,CT AUTOMOTIVE GROUP PLC ORD GBP0.005,57.3,GBX,-0.34782608695652700,1724,0.07914210690611290,42318590,GBP,5.6453201970443300,0.1015,GBP,,0,Producer manufacturing,Strong buy,FTSE AIM All-Share
SOI.l,SCHRODER ORIENTAL INCOME FUND LTD ORD GBP0.01,275.487,GBX,-0.5462093862815800,97189,0.1297574089586000,671581000,GBP,,,,,4.25993,Miscellaneous,,"FTSE 250, FTSE All-Share, FTSE 350"
JCH.l,JPMORGAN CLAVERHOUSE IT PLC ORD GBP0.25,715.75,GBX,0.8098591549295770,11051,0.11283127787982200,403597000,GBP,6.9700068166325800,1.0269,GBP,,4.92958,Miscellaneous,,FTSE All-Share
VAST.l,VAST RESOURCES PLC ORD GBP0.001,0.08394,GBX,-4.068571428571420,29736485,0.5815766405658680,1582532,GBP,,,,,0,Non-energy minerals,,FTSE AIM All-Share
MTRO.l,METRO BANK HOLDINGS PLC ORD GBP0.000001,68.422,GBX,0.03216374269004580,354592,0.4423049121276480,460212736,GBP,49.58115942028990,0.0138,GBP,,0,Finance,Sell,FTSE All-Share
CRS.l,CRYSTAL AMBER FUND LTD GBP0.01,104,GBX,-3.255813953488370,1500,0.06347782296458360,,,,,,,,Miscellaneous,,FTSE AIM All-Share
NAH.l,NAHL GROUP PLC ORD GBP0.0025,65,GBX,-1.5151515151515200,125,0.0021137573474205400,31361948,GBP,37.7906976744186,0.0172,GBP,,0,Finance,,FTSE AIM All-Share
EGT.l,EUROPEAN GREEN TRANSITION PLC ORD GBP0.0025,11.5,GBX,4.545454545454550,10000,0.2354531177524590,,,,,,,,Utilities,,FTSE AIM All-Share
AOM.l,ACTIVEOPS PLC ORD GBP0.001,118.7,GBX,1.0212765957446800,12101,0.4371306370742840,83852910,GBP,105.04424778761100,0.0113,GBP,,0,Technology services,Strong buy,FTSE AIM All-Share
KMK.l,KROMEK GROUP PLC ORD GBP0.01,6.34,GBX,8.37606837606838,3079738,5.365482275067430,37530460,GBP,,,,,0,Health technology,,FTSE AIM All-Share
AT.l,ASHTEAD TECHNOLOGY HOLDINGS PLC ORD GBP0.05,579,GBX,-1.864406779661020,130058,0.22799201612481900,473851635,GBP,19.18489065606360,0.3018,GBP,,0.186441,Industrial services,Strong buy,"FTSE AIM All-Share, FTSE AIM 100, FTSE AIM UK 50"
AET.l,AFENTRA PLC ORD GBP0.10,46.9,GBX,0,193408,0.3356354823180870,106067162,GBP,5.951776649746190,0.0788,GBP,,0,Energy minerals,Strong buy,FTSE AIM All-Share
